Argomento;Numero;Cognome;Nome;Titolo;Descrizione;Prezzo;Soffietto;
Letteratura Italiana | Classici;679;Forteguerri;Niccolò.;Il Ricciardetto.;2 voll. Con uno Studio  di Giovanni Procacci. Milano. Iei s.d. (anni Venti), 8°, pp. 492 + 394, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 16;
Letteratura Italiana | Classici;680;Foscolo;Ugo.;Poesie.;Con uno Studio di Carlo Cattaneo. Milano. Iei s.d. (anni Venti), 8°, pp. 140, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;681;Foscolo;Ugo.;Prose.;Con una prefazione di Guido Biagi. Milano. Iei s.d. (anni Venti), 8°, pp. 388, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;682;Gelli;Giambattista. ;Scritti.;La Circe e I capricci del bottaio. Milano. Iei s.d. (anni Venti), 8°, pp. 316, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;683;Gioberti;Vincenzo. ;Il rinnovamento civile d'Italia;con una prefazione di Vitt. Eman. Orlando. 4 voll. Milano. Iei s.d. (anni Venti), 8°, pp. 248 + 348 + 298 +330, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate,  titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 30;
Letteratura Italiana | Classici;684;Giusti;Giuseppe.;Poesie.;Precedono alcune pagine di Gino Capponi.  Milano. Iei s.d. (anni Venti), 8°, pp. 330, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;685;Goldoni;Carlo.;Commedie scelte.;4 voll. Con i giudizi dell'Autore intorno alle commedie stesse. Milano. Iei  s.d. (anni Venti), 8°, pp. 382 + 380+ 372 + 430. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio  ;€ 32;
Letteratura Italiana | Classici;686;Goldoni;Carlo.;Memorie.;2 voll. Con una Prefazione di Ferdinando Martini. Iei s.d. (anni Venti), 8°, pp. 336 + 318, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 18;
Letteratura Italiana | Classici;687;Gozzi;Carlo.;Le Fiabe.;2 voll. Con un Saggio di Rosolino Guastalla. Milano. Iei s.d. (anni Venti), 8°, pp. 332 + 398, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 19;
Letteratura Italiana | Classici;688;Gozzi;Carlo.;Scritti. ;Con un Elogio di Ippolito Pindemonte. . Milano. Iei s.d. (anni Venti), 8°, pp. 296, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;689;Grazzini;Francesco.;Le Novelle. ;Con uno studio di Guido Biagi. Milano. Iei s.d. (anni Venti), 8°, pp. 384, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;690;Grossi, Sestini e Tommaseo.;;Novelle in versi.;Con introduzione di Rosolino Guastalla. Milano. Iei s.d. (anni Venti), 8°, pp. 442, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;691;Guarini;Giambattista. ;Il Pastor fido.;Pagine di Girolamo Tiraboschi. Milano. Iei s.d. (anni Venti), 8°, pp. 264, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;692;Guerrazzi;Domenico.;Racconti e Scritti minori.;Con un Saggio di Rosolino Guastalla. Milano. Iei s.d. (anni Venti), 8°, pp. 372, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;693;Machiavelli ;Nicolò.;Il Prinipe e Le Deche;Con introduzione di T.B. Maculay. Milano. Iei s.d. (anni Venti), 8°, pp. 490, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;694;Mameli;Goffredo. ;Liriche e poemi;con commemorazione di Giosue Carducci. Milano. Iei s.d. (anni Venti), 8°, pp. 154, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;695;Mazzini;Giuseppe.;Scritti Letterari.;2 voll. Con un Saggio di Giovanni Nencioni. Iei s.d. (anni Venti), 8°, pp. 484 + 456, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 18;
Letteratura Italiana | Classici;696;Metastasio;Pietro.;Drammi scelti. ;Con uno studio di Paolo Emiliani Giudici.  Milano. Iei  s.d. (anni Venti), 8°, pp. 418, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;697;Monti;Vincenzo. ;Liriche e poemi;con la vita dell'autore scritta dal Maggi e il ritratto del Monti di Pietro Giordani. Milano. Iei s.d. (anni Venti), 8°, pp. 316, con ritratto in antiporta. Leg. t.t. edit., titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;698;Niccolini;Giambattista. ;Arnaldo da Brescia. ;Con prefazione di Luigi Settembrini. Milano. Iei s.d. (anni Venti), 8°, pp. 374, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;699;Nievo;Ippolito.;Le confessioni d'un ottuagenario.;3 voll. Con un Saggio di Primo Levi (L'Italico). Milano. Iei  s.d. (anni Venti), 8°, pp. 326 + 362+ 314. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 25;
Letteratura Italiana | Classici;700;Parini;Giuseppe.;Poesie.;Con uno Studio di Guido Mazzoni . Milano. Iei s.d. (anni Venti), 8°, pp. 246, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;701;Pellico;Silvio.;Le mie prigioni. ;Con uno studio di Augusto Alfani. Iei s.d. (anni Venti), 8°, pp. 358, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;702;Petrarca;Francesco.;Le rime.;Con uno studio di Adolfo Bartoli. Milano. Iei s.d. (anni Venti), 8°, pp. 350, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;703;Poliziano;Angelo.;Le Stanze, l'Orfeo, e le Rime.;Precedono alcune pagine di Francesco De Sanctis. Milano. Iei s.d. (anni Venti), 8°, pp. 326, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;704;Pulci;Luigi.;Il Morgante Maggiore.;2 voll. Con un Saggio di Ugo Foscolo. Iei s.d. (anni Venti), 8°, pp. 484 + 456, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 16;
Letteratura Italiana | Classici;705;Rovani;Giuseppe.;Cento anni. Romanzo ciclico.;3 voll. Con un Saggio di Primo Levi (L'Italico). Milano. Iei  s.d. (anni Venti), 8°, pp. 406 + 402 + 504, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 24;
Letteratura Italiana | Classici;706;Sacchetti;Franco.;Novelle.;2 voll. Con uno Studio  di P.L. Gingené. Milano. Iei s.d. (anni Venti), 8°, pp. 346 +260, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 16;
Letteratura Italiana | Classici;707;Salvator Rosa. ;;Le Satire;Con una prefazione di Giosue Carducci. Milano. Iei s.d. (anni Venti), 8°, pp. 284, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro.;€ 10;
Letteratura Italiana | Classici;708;Tasso;Torquato.;La Gerusalemme Liberata. ;Milano. Mondadori 1964, 8° grande, pp. 560 con 32 illustrazioni di Giambattista Piazzetta nel testo. Leg. cart. edit. ill. ;€ 12;
Letteratura Italiana | Classici;709;Tasso;Torquato.;La Gerusalemme Liberata. ;Con un Saggio di Ugo Foscolo. Iei s.d. (anni Venti), 8°, pp.  530, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 12;
Letteratura Italiana | Classici;710;Tasso;Torquato. ;L'Aminta e il Torrismondo;Precedono alcune pagine di C. L. Sismondi. Milano. Iei s.d. (anni Venti), 8°, pp. 218, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;711;Tassoni;Alessandro.; La secchia rapita.;Con prefazione di Giosue Carducci. Milano. Iei s.d. (anni Venti), 8°, pp. 278, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Classici;712;;;Canti Carnacialeschi;di Lorenzo De' Medici e di altri poeti dei secoli XV e XVI. Con Prefazione di Massimo Bontempolli. Iei s.d. (anni Venti), 8°, pp. 448, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 20;
Letteratura Italiana | D'Annunzio;713;D'Annunzio;Gabriele.;I Malatesti. Francesca da Rimini.;Milano. Treves 1927, 8°, pp. 280.  Leg. mz tela, titoli.;€ 10;
Letteratura Italiana | D'Annunzio;714;D'Annunzio;Gabriele.;La figlia di Iorio.;Milano. Mondadori 1948, 16°, pp. 142. Leg. t.t., tassello. ;€ 10;
Letteratura Italiana | D'Annunzio;715;D'Annunzio;Gabriele.;La vita di Cola di Rienzo.;Vite di uomini illustri e di uomini oscuri. Il Vittoriale degli Italiani 1942, 8°, pp. lxxx - 144.;€ 10;
Letteratura Italiana | D'Annunzio;716;D'Annunzio;Gabriele.;Le vergini delle Rocce.;I romanzi del Giglio. Roma. Il Vittoriale degli Italiani 1943, 8°, pp. 316.;€ 10;
Letteratura Italiana | D'Annunzio;717;D'Annunzio;Gabriele. ;Contemplazione della morte.;Roma. Il Vittoriale degli Italiani 1941, 8°, pp. 124. ;€ 10;
Letteratura Italiana | D'Annunzio;718;D'Annunzio;Gabriele. ;Femmine e Muse. ;Canto novo. Intermezzo. Elegie romane. Roma. Il Vittoriale degli Italiani 1939, 8°, pp. 230. ;€ 12;
Letteratura Italiana | D'Annunzio;719;D'Annunzio;Gabriele. ;Forse che si forse che no.;Roma. Il Vittoriale degli Italiani 1942, 8°, pp. 548. ;€ 12;
Letteratura Italiana | D'Annunzio;720;D'Annunzio;Gabriele. ;I sogni delle stagioni.;Sogno d'un mattino di primavera. Sogn d'un tramonto d'autunno. Roma. Il Vittoriale degli Italiani 1939, 8°, pp. 120. ;€ 12;
Letteratura Italiana | D'Annunzio;721;D'Annunzio;Gabriele. ;Il fuoco.;I romanzi del melagrano. Roma. Il Vittoriale degli Italiani 1942, 8°, pp. 520. ;€ 12;
Letteratura Italiana | D'Annunzio;722;D'Annunzio;Gabriele. ;L'innocente.;I romanzi della rosa. Roma. Il Vittoriale degli Italiani 1942, 8°, pp. 398. ;€ 12;
Letteratura Italiana | D'Annunzio;723;D'Annunzio;Gabriele. ;La fiaccola sotto il moggio.;Roma. Il Vittoriale degli Italiani 1939, 8°, pp. 144. ;€ 12;
Letteratura Italiana | D'Annunzio;724;D'Annunzio;Gabriele. ;La figlia di Iorio.;Roma. Il Vittoriale degli Italiani 1939, 8°, pp. 156. ;€ 12;
Letteratura Italiana | D'Annunzio;725;D'Annunzio;Gabriele. ;La nave.;Roma. Il Vittoriale degli Italiani 1941, 8°, pp. 216. ;€ 12;
Letteratura Italiana | D'Annunzio;726;D'Annunzio;Gabriele. ;Laudi del cielo del mare della terra e degli eroi. Libro primo. Maia Laus vitae.;Con interpretazione e commento di Enzo Palmieri. Bologna Zanichelli 1940, 8°, pp. xiv - 536, con 14 tavole f.t.;€ 12;
Letteratura Italiana | D'Annunzio;727;D'Annunzio;Gabriele. ;Le faville del maglio.;Il compagno dagli occhi senza cigli. Roma. Il Vittoriale degli Italiani 1942, 8°, pp. 386. ;€ 12;
Letteratura Italiana | D'Annunzio;728;D'Annunzio;Gabriele. ;Le primavere della mala pianta. ;Terra vergine. Giovanni Episcopo. Roma. Il Vittoriale degli Italiani 1939, 8°, pp. 224.  ;€ 12;
Letteratura Italiana | D'Annunzio;729;D'Annunzio;Gabriele. ;Le vergini delle rocce.;I romanzi del giglio. Roma. Il Vittoriale degli Italiani 1942, 8°, pp. 314. ;€ 12;
Letteratura Italiana | D'Annunzio;730;D'Annunzio;Gabriele. ;Lettere da Napoli. ;Napoli. Ist. Suor Orsola Benincasa 1989, 8°, pp. 154, con 20 tavole f.t.;€ 13;
Letteratura Italiana | D'Annunzio;731;D'Annunzio;Gabriele. ;Notturno.;Roma. Il Vittoriale degli Italiani 1939, 8°, pp. 340.;€ 12;
Letteratura Italiana | D'Annunzio;732;Manganaro;Ciro.;D'Annunzio Adriatico.;Cronache e storia. Palermo. Magius 1982, 8°, pp. 208.;€ 10;
Letteratura Italiana | D'Annunzio;733;Oliva Laura, ;Tramuta Marie-José (a cura). ;D'Annunzio et la modernité. Atti del Colloque International. Université de Caen Basse-Normandie… 10 e 11 dicembre 2008. ;Napoli. Loffredo 2009, 8°, pp. 204. Saggi in italiano e in francese. ;€ 12;
Letteratura Italiana | D'Annunzio;734;Palmieri Enzo;Interpretazione e commento.;Crestomazia della Lirica di Gabriele D'Annunzio. ;Bologna. Zanichelli 1939, 8°, pp. 388, con un ritratto del Vate in antiporta e una xilografia in copertina.;€ 12;
Letteratura Italiana | Leopardi;735;Bronzini;Giovanni Battista.;Leopardi e la poesia popolare dell'Ottocento.;Napoli. De Simone 1975, 8°, pp. 192, con alcuni facsimile n.t..;€ 10;Un nuovo modo di interpretare il punto d'innesto che ha fatto assorbire il canto popolare in una poesia di tanta profonda pensosità...
Letteratura Italiana | Leopardi;736;Dibello Stelio, Naddei Carbonara ;Mirella.;Il Del Sublime e la poetica Leopardiana. ;Napoli. Loffredo 1985, 8°, pp. 200.;€ 10;
Letteratura Italiana | Leopardi;737;Gigante;Mrcello.;Leopardi e l'antico. ;Introduzione di Matteo Palumbo. Bologna. Il Mulino 2002, 8°, pp. Xvi - 158. ;€ 12;
Letteratura Italiana | Leopardi;738;Leopardi;Giacomo.;Canti.;Con un Saggio di C.A. Sante-Beuve. Milano. Iei s.d. (anni Venti), 8°, pp. 238, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Leopardi;739;Leopardi;Giacomo.;Prose.;Con uno Studio di Pietro Giordani. Milano. Iei s.d. (anni Venti), 8°, pp. 322, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;
Letteratura Italiana | Leopardi;740;Moroncini;Getulio.; L'Inno ai Patriarchi del Leopardi e del Mamiani. Esegesi e raffronto critico. ;Napoli. Stabilimento Tipografico di Sedil Capuano 1892, 8°, pp. 70. Copertina con strappi e tracce di umido antiche. Raro;€ 30;
Letteratura Italiana | Leopardi;741;Tuccillo ;Fulvio. ;Leopardi nel tempo. La documentazione del Fondo Zumbini e la storia degli studi leopardiani. ;Con una Saggio di Gaspare Tudisca. Prefazione di Mauro Giancaspro. Introduzione di Fabiana Cacciapuoti. Napoli. Macchiaroli 2001, 8°, pp. 268.;€ 20;Autografi Leopardiani e carteggi ottocenteschi nella Biblioteca Nazionale di Napoli. 
Letteratura Italiana | Malaparte;742;Attanasio;Sergio.;"Curzio Malaparte ""Casa come me"" Punta del Massullo, tel. 160. Capri. ";Napoli. Arte Tipografica 1990, 4°, pp. 94, con molte ill. nel testo.;€ 14;
Letteratura Italiana | Malaparte;743;Di Biase Carmine (a cura).;;Curzio Malaparte. La rivolta del santo maledetto.; Napoli. Cuen 1999, 8°, pp. 206.;€ 13;Atti del Convegno maggio 1997 che ha avuto luogo nell'Istituto Suo Orsola Benincasa. 
Letteratura Italiana | Manzoni;744;Gessi;Leone.;"Pensandoci su. Guida all'analisi morale ed estetica dei ""Promessi sposi"".";Terza edizione riveduta e corretta.  Roma. Signorelli 1950, 8°, pp. 358, con 16 tavole finemente disegnate da M. Fabri.  ;€ 13;
Letteratura Italiana | Manzoni;745;Manzoni;Alessandro.;I Promessi sposi. Storia milanese del secolo XVII scoperta e rifatta… Edizione riveduta dall'Autore.;Unita. Storia della Colonna infame. Inedita. Milano. Mondadori 1964, 8° grande, pp. 864, con molte illustrazioni di Gonin nel testo. Leg. cart. edit. ill. ;€ 12;Riproduzione fotolitografica dell'edizione Milano 1840.
Letteratura Italiana | Manzoni;746;Manzoni;Alessandro.;Il Cinque Maggio.;Studii Filologico-critici di Gregorio di Siena. Napoli. Bernardino Ciao 1882, 8°, pp. xxxviii - 334.;€ 12;
Letteratura Italiana | Manzoni;747;Manzoni;Alessandro.;Poesie. ;Con un Saggio di Volfango Goethe. Milano. Iei s.d. (anni Venti), 8°, pp. 274, con ritratto in antiporta. Leg. t.t. edit., sguardie colorate, titoli e fregi in oro impressi. Taglio superiore in oro. ;€ 10;"L'editore avvisa: "" … i cui volumi quando non fossero istrumento di studiosi rimasero vana mostra e intonso arredamento di scaffali."" "
Letteratura Italiana | Manzoni;748;Manzoni;Alessandro. ;"Il ""mestiere guastato"" delle Lettere. ";A cura di Giancarlo Vigorelli. Milano. Rizzoli 1985, 8°, pp. xlii +234. Leg. edit., sovracc. ;€ 14;Manzoni contro la letteratura italiana.  
Letteratura Italiana | Manzoni;749;Puglisi;Filippo.;Il bello etico in Manzoni e la sua poeticità.;Milano. Ghisoni 1976, 8°, pp. 126.;€ 10;
Letteratura Italiana | Manzoni;750;Pupino;Angelo R.;"Saggio sulla ""Colonna infame"".";Messina. Eds 1978, 8°, pp. 242.;€ 10;
Letteratura Italiana | Manzoni;751;Zibordi;Giovanni.;Divulgazioni manzoniane.;"Guida a intendere ""I Promessi Sposi"". Terza edizione  riveduta e accresciuta di nuovi capitoli. Milano. Bietti  1934, 8°, pp. 372. Dorso rifatto.";€ 12;
Letteratura latina e greca;752;Arnaldi;Francesco.;Studi virgiliani.;Napoli. Loffredo s.d. (anni '40), 8°, pp. xi - 270. Intonso.;€ 18;
Letteratura latina e greca;753;Autori diversi.;;Orazio e la Letteratura italiana.;Contributi alla storia della fortuna del poeta latino. Atti del Convegno, Licenza 19 - 23 aprile 1993 celebrazioni del bimellinario della morte di Quinto Orazio Flacco.  Roma. Istituto Poligrafico dello Stato 1994, 8°, pp. 638. Leg. cart. edit., titoli.;€ 25;
Letteratura latina e greca;754;Capasso;Mario.;Il sepolcro di Virgilio.;Napoli. Giannini 1988, 8°, pp. 84.;12;
Letteratura latina e greca;755;Conti Bizzarro;Eferruccio.;Ricerche di lessicografia greca e bizantina. ;Alessandria. Edizioni deell'Orso 2013, 8°, pp. 112. ;€ 11;
Letteratura latina e greca;756;Euripide.;;Tragedie.;7 volumi. Bologna. Zanichelli 1930, 8°, pp. 268+336+292+314+274+280+306, con incisioni di De Carolis e Moroni. Intonso. Timbro di biblioteca estinta. ;€ 35;
Letteratura latina e greca;757;Garzya;Antonio.;Per un'idea della Grecia.;Scritti dal 1995 al 2011. A cura di Anna Caramanico. Napoli. Biblipolis 2012, 8°, pp. 218.;€ 10;Gli scritti recenti del raffinato umanista Professore Emerito di Letteratura greca.
Letteratura latina e greca;758;Gigante;Marcello.;Coronide virgiliana.;Napoli. Giannini 1988, 8°, pp. 84.;10;
Letteratura latina e greca;759;Gigante;Marcello.;Kepos e Peripatos. ;Contributo alla storia dell'aristotelismo antico. Napoli. Bibliopolis 1999, 8°, pp. 160.;€ 10;
Letteratura latina e greca;760;Grillo;Antonino.;Poetica e critica letteraria ;nelle Bucoliche di Virgilio. Napoli. Lse134. Intonso.;€ 10;
Letteratura latina e greca;761;Menandro.;;La donna di Samo;a cura di Mario Lamagna. Napoli. Bibliopolis 1998, 8°, pp. 478.;€ 12;
Letteratura latina e greca;762;Nazzaro;Antonio V.;Recenti studi filoniani (1963-70). ;Napoli. Loffredo 1973, 8°, pp. 112.;€ 10;
Letteratura latina e greca;763;Seneca;Lucio Anneo.;I benefici. ;Testo latino, introduzione, versione e note di Savatore Guglielmino. Bologna. Zanichelli 1983, 8°, pp. xx - 508. Leg. t.t. edit., sovracc. ill. ;€ 12;
Letteratura latina e greca;764;Snell;Bruno.;Metrica greca. ;Firenze. La Nuova Italia 1977, 8°, pp. 88.;€ 10;
Letteratura latina e greca;765;Treves;Piero.;Euforione e la storia ellenistica; Milano-Napoli. Riccardo Ricciardi 1955, 8°, pp. 330.  ;€ 24;
Letteratura straniera - Aficana;766;Autori diversi.;;Nuova Poesia Negra.;Versioni e introduzione di Maria Grazia Leopizzi. Parma. Guanda 1969, 8°, pp. xvi - 360. ;€ 13;
Letteratura straniera - Americana;767;Bellow;Saul.;Il dono de Humboldt.;Milano. Rizzoli 1976, 8°, pp. 484. Leg. edit., sovracc. ill. ;€ 12;
Letteratura straniera - Americana;768;Dreiser;Theodor.;Nostra sorella Carrie. ;Trad. di Gabriele Baldini. Torino. Einaudi 1963, 8°, pp. 478. Leg. edit., sovracc. ill.;€ 12;
Letteratura straniera - Americana;769;Ellison;Ralph.;Uomo invisibile.;Tradotto da Carlo Fruttero. Torino. Einaudi 1956, 8°, pp. 544. Leg. edit., sovracc. ill. Prima ediz. italiana.;€ 15;
Letteratura straniera - Americana;770;Kazin;Alfred. ;Storia della Letteratura Lett. straniera - Americana.;Nuova edizione con una dedica ai lettori italiani. Milano. Longanesi 1956, 8°, pp. 808. Leg. edit., sovracc. ;€ 10;
Letteratura straniera - Americana;771;Pisanti;Tommaso (a cura).;Poesia dell'America puritana.;Testo inglese a fronte. Pordenone. Studio Tesi 1986, 16°, pp. lxx - 180.;€ 12;
Letteratura straniera - Americana;772;Williams;William Carlos.;Paterson.;A cura di Alfredo Rizzardi. Milano. Accademia 1972, 8°, pp. 430. Testo in inglese a fronte.;€ 15;
Letteratura straniera - Anglistica;773;Autori diversi.;;Pellegrini della speranza.;Scritti in onore di Edvige Schulte. Premessa di Adriana Corrado. Napoli. Cuen 1997, 8°, pp. 276. ;€ 12;Vengono ricordati insieme il poeta e prosatore William Morris e il suo critico Edvige Schulte. 
Letteratura straniera - Anglistica;774;Ciocca;Rossella. ;I volti dell'altro.;Saggio sulla diversità. Napoli. Iuo 1990, 8°, pp. 336.;€ 12;I vari ritratti disegnati dalla civiltà occidentale…
Letteratura straniera - Anglistica;775;Dickinson;Emily.;XX poesie brevi.;Traduzioni di Mario Salvadori. Disegni di Orfeo Tamburi. II edizione. Milano. Luciano Ferriani Editore 1961, 16° (cm 9 x 15), pp. 90, con 2o ill. nel testo.  Non comune. ;€ 10;
Letteratura straniera - Anglistica;776;Firbank;Ronald.;Il Cardinal Pirelli. Prefazione di Giorgio Manganelli.; Milano. Feltrinelli 1964, 8°, pp. 244. Leg. edit. ill. ;13;
Letteratura straniera - Anglistica;777;Greene;Graham.;Saggi cattolici. ;Con una prefazione di David Maria Turoldo. Milano. Mondadori 1958, 8°, pp. 186. Bross. edit., sovracc. Firma d'appartenenza  al frontespizio. ;€ 13;
letteratura straniera - Anglistica;778;Hall;Joseph.;Un mondo diverso e identico (1605).;Napoli. Guida 1985, 8°, pp. 284, con molte tav. bn ft.;€ 15;Apparso a Londra nel 1605, è considerato dalla critica come la prima distopia in età moderna.
Letteratura straniera - Anglistica;779;Lawrence;D.H.;Il serpente piumato.;Traduzione di Elio Vittorini. Milano. Mondadori 1935, 8°, pp. 524. Firma cancellata alla prima pagina bianca. Prima ediz. italiana.;€ 14;
Letteratura straniera - Anglistica;780;Lawrence;D.H.;Romanzi brevi e frammenti di romanzo.;Traduzioni di Carlo Izzo, Carlo Linati, Elio Vittorini. Milano. Mondadori 1960, 8°, pp. 794. Leg. edit.;€ 16;
Letteratura straniera - Anglistica;781;Lawrence;D.H.;Romanzi III.;La ragazza perduta. La verga d'Aronne. Milano. Mondadori 1957, 8°, pp. xxx - 750, con 1 ritratto in antiporta. Leg. edit.;€ 16;
Letteratura straniera - Anglistica;782;Lawrence;D.H.;Romanzi IV.;Canguro. Ragazzo nella boscaglia. Il serpente piumato. Milano. Mondadori 1962, 8°, pp. xl - 1470, con 1 ritratto in antiporta. Leg. edit.;€ 16;
Letteratura straniera - Anglistica;783;Maugham;W. Somerset.;Una inglese a Firenze.;Milano. Longanesi 1952, pp. 206. Prima edizione italiana.;€ 12;
Letteratura straniera - Anglistica;784;More Harry, Roberts Warren.;;D.H. Lawrence e il suo mondo.;Milano, Peruzzo 1966, 8° grande, pp. 144, con ill. n.t. Leg. t.t. edit., sovracc. ill. ;€ 12;
Letteratura straniera - Anglistica;785;Praz;Mario.;Antologia della letteratura inglese.;Scelta di scrittori americani. Milano. Principato 1957, 8°, pp. 580, con ill. bn ft. Firma d'app.;€ 13;
Letteratura straniera - Anglistica;786;Rolfe;Frederick (Baron Corvo).;Adriano VII.;Prefazione di Aldo Camerino. Milano. Longanesi 1964, 8°, pp. 464. Leg. edit., sovracc.;€ 12;
Letteratura straniera - Anglistica;787;Stevens;Wallace.;Note verso la finzione suprema.;A cura di Nadia Fusini. Vicenza. L'Arsenale 1987, 8°, pp. 156.;€ 12;
Letteratura straniera - francese;788;Autori diversi.;Atti del Convegno Napoli 1-3 ottobre 1990.;Lamartine, Napoli, l'Italia.; Introduzione di Georges Vallet. Napoli. Guida 1992, 8°, pp.  670. Leg. t.t. edit., sovracc. ill. astuccio.;€ 30;
letteratura straniera - francese;789;Cabet;Etienne.;Viaggio in Icaria (1840).;A cura di Roberto Tumminelli. Napoli. Guida 1983, 8°, pp. 344.;€ 16;"""Il viaggio in Icaria può avere il sapore del frutto proibito e offre il paradigma di un mondo pervaso dalla perfezione; un'opera che scandisce il tempo dell'utopia sociale post rivoluzionaria."""
Letteratura straniera - francese;790;Campagnoli;Ruggero (a cura).;Oulipiana.;Napoli. Guida 1995, 8°, pp. 206.;€ 14;testi di Quenau, Calvino. Perec…
Letteratura straniera - francese;791;D'Angouleme;Margherita. Regina di Navarra. ;Eptamerone.;Prima versione italiana di Francesco Picco con xilografie di Benito Boccolari. Roma. Formiggini 1925, 8°, pp. 310. Leg. In cartapergamena ill. ;€ 15;
letteratura straniera - francese;792;France;Anatole.;Taide.;Milano. Mondadori 1950, 8°, pp. 194. Leg. edit. Sovracc.;€ 12;
Letteratura straniera - francese;793;Macchia;Giovanni.;Le rovine di Parigi.;Milano. Mondadori 1985, 8°, pp. 418. Prima edizione.;€ 14;
