Argomento;Numero;Cognome;Nome;Titolo;Descrizione;Prezzo;Soffietto;
Crociana;290;Croce;Benedetto.;Ultimi saggi.;A cura di Massimo Pontesilli. Napoli. Bibliopolis 2012, 8°, pp. 592. Leg. t.t. edit., sovracc. ;€ 24;
Crociana;291;Labriola;Arturo.;Lettere a Benedetto Croce 1885-1904. ;Napoli. Istituto Italiano per gli Studi Storici 1975, 8° grande, pp. viii - 422, con 5 ill. f.t.  ;€ 15;
Crociana;292;Maggi;Michele.;La filosofia di Benedetto Croce.;Napoli. Bibliopolis 1998, 8°, pp. 372. Leg. t.t. edit., sovracc. ;€ 15;
Crociana;293;Nicolini;Benedetto.;In casa Nicolini e in casa Croce. ;Napoli. Grimaldi & Cicerano 1983, 8°, pp. 196.;€ 14;
Crociana;294;Paolozzi;Ernesto.;L'estetica di Benedetto Croce.;Napoli. Guida 2002, 8°, pp. 100.;€ 8;
Crociana;295;Tessitore;Fulvio.;La ricerca dello Storicismo. ;Studi su Benedetto Croce. Bologna. Il Mulino 2012, 8°, pp. x - 704.;€ 15;
Crociana;296;Viti Cavaliere;Renata.;Storia e umanità.;Note e discussionbi crociane. Napoli. Loffredo 2006, 8°, pp. 254.;€ 10;
Crociana;297;;;Annata 1939. La Critica. Rivista di Letteratura, Storia e Filosofia. Diretta da B. Croce.;Bari. Laterza 1939, 8°, 6 fascicoli, circa 600 pagine.  ;€ 30;
Crociana;298;;;Annata 1940. La Critica. Rivista di Letteratura, Storia e Filosofia. Diretta da B. Croce.;Bari. Laterza 1940, 8°, 6 fascicoli, circa 600 pagine.  ;€ 30;
Crociana;299;;;Annata 1943. La Critica. Rivista di Letteratura, Storia e Filosofia. Diretta da B. Croce.;Bari. Laterza 1943, 8°, 6 fascicoli, circa 600 pagine.  ;€ 30;
Crociana ;300;Croce;Benedetto.;Lettere a Giovanni Castellano (1908-1949). ;A cura di Pio Fontana. Napoli. Istituto Italiano per gli Studi Storici 1985, 8°, pp. 226.;€ 14;
Crociana ;301;Perazzoli;Giovanni.;Benedetto Croce e il Diritto positivo. ;"Sulla ""realtà"" del Diritto. Bologna. Il Mulino 2009, 8°, pp. lii - 198.";€ 13;
Crociana ;302;;;Carteggio Croce - Antoni.;A cura di Marcello Musttè. Introduzione di Gennaro Sasso. Bologna. Il Mulino 1996, 8°, pp. xxxiv - 172. ;€ 12;
Crociana ;303;;;Carteggio Croce - Borchardt.;A cura di Emanuele Cutinelli-Rèndina. Bologna. Il Mulino 1997, 8°, pp. xx - 40. ;€ 10;
Crociana ;304;;;Carteggio Croce - Calogero.;A cura di Cristina Farnetti. Bologna. Il Mulino 1997, 8°, pp. xlvi - 106. ;€ 10;
Crociana ;305;;;Carteggio Croce - De Ruggiero.;A cura di Angela Schina - Nunzio Ruggiero. Introduzione Gennaro Sasso. Bologna. Il Mulino 2008, 8°, pp. xlviii - 612. Intonso.;€ 20;Guido De Ruggiero coglieva lfin dalla prima lettera la necessità della parola crociana, temuta e chiesta, amata e odiata, raramente condivisa.
Crociana ;306;;;Carteggio Croce - Flora.;A cura di Enrica Mezzetta. Introduzione di Emma Giammattei. Bologna. Il Mulino 2009, 8°, pp. xxvi - 210. Intonso.;€ 12;"""I carteggi crociani, […] man mano che vengono fuori, configurano un vero sistema, proiezione inesorabile della amplissima giornata del filosofo."""
Crociana ;307;;;Carteggio Croce - Guenther.;A cura di Emanuele Cutinelli-Rèndina. Napoli. Nella sede dell'Istituto 1993, 8°, pp. 64.;€ 10;Werner Guenther del pensiero crociano fu divulgatore e anche traduttore in Svizzera.   
Crociana ;308;;;Carteggio Croce - L. A. Villari.;A cura di Elio Providenti. Bologna. Il Mulino 2008, 8°, pp. xxiv - 204.;€ 12;
Crociana ;309;;;Carteggio Croce - Laurini;con un'appendice di scritti di Gerardo Laurini. A cura di Luca Genovese. Napoli. Bibliopolis 2005, 8°, pp. xxxii - 164.;€ 12;
Crociana ;310;;;Carteggio Croce - Medicus.;A cura di Roberta Picardi. Bologna. Il Mulino 2002, 8°, pp. xxxviii - 80.;.10;Frit Medicus è una delle figure di maggior rilievo dell'intensa stagione di studi su Fichte.
Crociana ;311;;;Carteggio Croce - Messedaglia.;A cura di Carlo De Frede. Bologna. Il Mulino 2008, 8°, pp. xiv - 84.;€ 10;
Crociana ;312;;;Carteggio Croce - Novati.;A cura di Alberto Brambilla. Bologna. Il Mulino 1999, 8°, pp. xvi - 162. ;€ 12;
Crociana ;313;;;Carteggio Croce - Omodeo.;A cura di Marcello Gigante. Napoli. Nella sede dell'Istituto 1978, 8°, pp. xxvi - 250.;€ 18;Temperamenti di umori diversi, di carattere diversoe di età diversa, Croce e Omodeo stabilirono un sodalizio che rimane un modello raro di vita intellettuale e morale
Crociana ;314;;;Carteggio Croce - Petrini.;A cura di Cristina Farnetti.  Bologna. Il Mulino 2001, 8°, pp. xiv - 142.;€ 12;
Crociana ;315;;;Carteggio Croce - Ricci.;A cura di Clotilde Bertoni. Bologna. Il Mulino 2009, 8°, pp. cxcviii - 526. Intonso.;€ 20;Il lungo carteggio fra Benedetto Croce e Corrado Ricci, che dal 890 arriva fino al 1925, documenta un rapporto significativo e imprevedibile... 
Crociana ;316;;;Carteggio Croce - Schlosser.;A cura di Karl Egon Loenne. Bologna. Il Mulino 2003, 8°, pp. xxvi - 376. ;€ 15;Nel 1903, con un colpo di fulmine spirituale, comincia l'amicizia e il carteggio tra Croce e Julius von Schlosser. 
Crociana ;317;;;Carteggio Croce - Spingarn.;A cura di Emanuele Cutinelli-Rèndina. Bologna. Il Mulino 2001, 8°, pp. xxx - 134. ;€ 12;"""Occasione delle lettera che apre la corrispondenza tra Joel Elias Spingarn e Croce fu l'offerta da parte del primo di una copia di quel lavoro sulla critica letteraria nel Rinascimento…"""
Crociana ;318;;;Carteggio Croce - Tilgher.;A cura di Alessansdra Tarquini. Bologna. Il Mulino 2003, 8°, pp. xxviii - 172. ;€ 12;
Crociana ;319;;;Carteggio Croce - Venturi.;A cura di Silvia Berti. Bologna. Il Mulino 2008, 8°, pp. lxxii - 88, con in antiporta di Franco Venturi al confino di Avigliano.;€ 12;
Crociana ;320;;;Carteggio Croce - Vossler 1899 - 1949.;A cura di Emanuele Cutinelli-Rèndina. Prefazione di V. de Caprariis. Napoli. Bibliopolis 1991, 8°, pp. 474. Leg. t.t. edit., sovracc. ;€ 15;"Cinquant'anni di amicizia, anzi di fraternità: ""tamquam frater"". "
Curiosità;321;Bruton;Eric.;Storia degli Orologi.;Novara. De Agostini 1980, 4°, pp. 280, con moltissime ill. in nero e a colori n.t. Leg. edit., sovracc. ill.;€ 20;
Curiosità;322;Fumagalli;Giuseppe.;Chi l'ha detto?;Tesoro di citazioni italiane e straniere, di origine letteraria e storica, ordinate e annotate. Ottava edizione riveduta ed arricchita… Milano. Hoepli 1984, 8°, pp. xxiv -890. Tarletto marginale.;€ 12;
Curiosità;323;Helfland William,;Rocchietta Sergio.;Medicina e farmacia nelle caricature politiche italiane 1848-1914.;Milano. Edizioni Scientifiche 1982, 4°, pp. 184, con 151 illustrazioni bn nt e ft.;€ 16;
Curiosità;324;Lombardi;Carmela (a cura).;Trattati di danza in Italia nel Settecento.;G.B. Dufort, Trattato del ballo nobile, Napoli 1728. G. Magri, Trattato teorico-prattico di ballo, Napoli 1799. F. Sgai, Al Signo Gennaro Magri, Napoli 1799. Napoli. Istituto Italiano per gli Studi Filosofici 2001, 8° grande, pp. 334, con ill. n.t.;€ 16;
Curiosità;325;Mead;Stephanie.;Come conquistare le donne senza fatica.;Milano. Rizzoli 1967, 8°, pp. 120 n.n., interamente illustrato. Leg. edit., sovracc. ill.;€ 13;
Curiosità;326;Palmieri ;Adone, Cav.;Il Divulgatore di popolare istruzione per ogni ceto su talune arti industriali e sulla domestica economia.;Roma. Tipografia Chiassi 1882, 8°, pp. xvi - 102.  Testo su due colonne. Ristampa anastatica dei 25 fascicoli. Firenze. D'Anna s.d.;€ 12;La divulgazione al tempo dell'Unità.
Curiosità;327;Peynet;Raymond.;Come parlare d'amore sorridendo.;Milano. Rizzoli 1968, 8°, pp. 120  n.n., interamente illustrato. Leg. edit., sovracc. ill. Prima edizione.;€ 12;
Curiosità | Giochi;328;Dummett;Michael.;Il mondo e l'angelo.;I Tarocchi e la loro storia. Napoli. Bibliopolis 1993, 8° grande, pp. 266, con molte figure in nero n.t. Leg. t. tela edit., sovracc. ;€ 25;"Il primo libro che affronti ""scientificamente"" e con una chiara e buona documentazione la vera storia dei tarocchi."
Della Natura;329;Girardon;Carlo A.;Piccolo mondo dei boschi.;Milano. Ceschina 1975, 8°, pp. ;;
della natura;330;Gould;Stephen Jay.;Otto piccoli porcellini.;Riflessioni di storia naturale. Milano. Bompiani 1994, 8°, pp. 560.;€ 12;
Della Natura;331;Maeterlink;Maurice.;La vita delle termiti.;Prefazione di Giorgio Celli. Milano. Rizzoli 1980, 8°, pp. 174, con ill. n.t. Leg. edit., sovracc. ill.;€ 10;
Della Natura;332;Soper;Tony.;La gabbia senza sbarre.;Prefazione di Fulco Pratesi. Milano. Rizzoli 1978, 8°, pp. 180, con ill. n.t. Leg. edit., sovracc. ill.;€ 10;Come diventare amici degli uccelli selvatici.
Della Natura;333;;;Manuale di Fitoterapia.;Terza edizione riveduta e aggiornata. Milano. A cura della Ditta Inverni & Della Beffa1951, 8°, pp. 518, con ill. 1 10 tavole f.t. ;€ 15;
Diritto;334;Autori diversi. ;;La pena di morte nel mondo.;Convegno internazionale di Bologna. 28 - 30 ottobre 1982. Casale Monferrato 1982, 8°, pp. xiii - 258, con 1 tavola a col. ft. Leg. edit., sovracc. ill.  ;€ 14;Saggi di: Norberto Bobbio, Eric Prokosch, Vittorio Strada ed altri. 
Diritto;335;Bretone;Mario.;Tecniche e ideologie dei giuristi romani. ;Napoli. Esi 1971, 8°, pp. xii - 270. Leg. t.t. edit., sovracc. ;€ 20;
Diritto;336;Caianiello;Vincenzo.;La cultura delle istituzioni nella storia del Mezzogiorno.;Napoli. Vivarium 1993, 8° grande, pp. 330. ;€ 14;
Diritto;337;Carnellutti;Francesco.;Teoria del falso. Padova. Cedam 1935, 8°, pp. ;Padova. Cedam 1935, 8°, pp. 206. ;€ 40;
Diritto;338;Castelvetri;Laura.;Il diritto del lavoro delle origini. ;Milano. Giuffrè 1994, 8°, pp. 398.;€ 12;
Diritto;339;Cordone;Guido.;Problemi di Diritto degli Idrocarburi.;Piacenza. La Tribuna s.d (anni Settanta), 8°, pp. 422.;€ 10;
Diritto;340;Di Donato;Francesco.;Esperienza e ideologia ministeriale nella crisi dell'Ancien Régime. ;Niccolò Fraggianni tra Diritto, Istituzione e Politica (1725-1763). 2 voll. Napoli. Jovene 1996, 8°, pp. 1140, con 24 tavole f.t.;€ 30;
Diritto;341;Guizzi;Francesco. ;"Il prinpiato tra ""Res Publica"" e potere assoluto. ";Napoli. Jovene 1974, 8°, pp. 254.;€ 12;
Diritto;342;Lauria;Mario.;Ius. Visioni romane e moderne.;Lezioni. III edizione. Napoli. Arte Tipografica 1967, 8°, pp. 390. ;€ 12;"""Ho però rielaborato le dottrine e qualche volta secondo il mio punto di vista, cercando sempre di indicare i molteplici sviluppi immediati dei concetti esaminati, di delinar la complessità infinita della storia giuridica inscindibile da quella della civiltà..."" "
Diritto;343;Lomonaco;Giovanni.;Due scritti sul foro napoletano.;Con una lettura di Cristina Vano. Napoli. Jovene 2012, 8°, pp. 192. Bross. edit., sovracc.;€ 12;
Diritto;344;Magliano;Francisco.;De Juris Interpretandi. Tractatus.;Napoli. Arte Tipografica 2005, 8°, pp.  448. ;€ 12;Ristampa anastatica dell'edizione 1808.
Diritto;345;Mancini;Stanislao P.;Della Nazionalità come fondamento del Diritto delle genti.;Napoli. Istituto Suor Orsola Benincasa 1988, 8° grande, pp. 74. Ristampa anastatica dell'edizione Torino, Eredi Botta 1851.  ;€ 12;
Diritto;346;Medici;Luigi.;Memorie in toga.;Milano. Ceschina 1963, 8°, pp. 304, con 20 tav. bn ft. Bross. edit., sovracc. ill.;€ 13;
Diritto;347;Mele;Vittorio.;L'effetto sospensivo nelle impugnazioni penali. ;Napoli. Jovene 1968, 8°, pp. 152.;.13;
diritto;348;Mommsen;Theodor.; I diritti fondamentali del popolo tedesco.;Commento alla costituzione del 1848. A cura di Gabriella Valera. Bologna. Mulino 1994, 8°, pp. ci - 142.;€ 14;
Diritto;349;Nunziata;Massimo.;Scritti di Diritto penale militare.;Napoli. Loffredo 2009, 8°, pp. 230.;;
Diritto;350;Rega- Niola;Gaetano. ;L'Ostruzionismo nei parlamenti contemporanei.;Storia e Rimedii. Napoli. Melfi & Joele 1906, 8°, pp. 264. Leg. mz perg., titoli e fregi impressi. Non comune. Invio autografo. ;€ 35;
Diritto;351;Santoro;Arturo.;Fondamenti della Esecuzione Penale. ;Roma. Tipo-Litografia delle Mantellate 1931, 8°, pp. 218. Tracce d'uso.;€ 12;
Diritto;352;Tramma;Umberto (a cura).;Giustizia e servizio. ;Studi sul nuovo Codice di Diritto Canonico in onore di Mons. Giuseppe De Rosa. Napoli. D'Auria 1984, 8°, pp. 378;€ 12;
Diritto;353;Visco;Antonio.;L'aborto criminoso;nel diritto penale nella medicina legale nella politica demografica. Milano. Bocca 1941, 8°, pp. 608.;€ 14;
Diritto ;354;Carnelutti;Francesco.;Tempo perso.;Firenze. Sansoni 1959, 8°, pp. 930. Leg. edit., sovracc. ill.;€ 14;"""Il libro nasce dall'esigenza di esulare dal diritto, Carnelutti sa bene che a scrivere queste pagine ha perduto il suo tempo""."
Diritto - Allegazioni;355;;;Pel Conservatorio del Presidio alla Pignasecca. appellante contro il Fondo del Culto, rappresentante la soppressa Cassa Ecclesiastica. Appellato. 1. Sezione della Corte di Appello di Napoli. ;Napoli, 1871, in 4°, pp. 46 carta pesante. Allegato: Giunta all'allegazione del Conservatorio del Presidio… p. 8. Cop. Muta. ;€ 15;
Diritto - Allegazioni;356;;;Per l'Orfanotrofio Militare contro Di Gennaro. 4. Sezione della Corte di Appello. Relatore l'onorevole consigliere Cav. Parascandolo. ;Napoli. Stamperia Governativa 1870, 4°, pp. 32.;€ 12;
Economia;357;Autori diversi.;;Finanza pubblica contemporanea;Studi in onore di Jacopo Tivaroni. Bari. Laterza 1950, 8°, pp. 446. Tracce d'uso.;€ 10;
Economia;358;Balletta;Francesco.;Economia e banche a Torre del Greco fra Ottocento e Novecento.;La Banca di Credito Popolare 1888 - 2007. Napoli. Arte Tipografica 2009, 8°, pp. 256.;€ 12;
Economia;359;Bruno Jossa, Rosario Patalano, Eugenio Zagari (a cura). ;;Genovesi Economista.;"Nel 250° anniversario dell'istituzione della cattedra di ""Commercio e Meccanica"".  Napoli. Istituti Italiano per gli Studi Filosofici 2007, 8°, pp. 324.";€ 14;
Economia;360;Frascani;Paolo.;Finanza, economia ed intervento pubblico dall'unificazione agli anni Trenta.;Napoli. Istituto Italiano per gli Studi Filosofici 1998, 8°, pp. 242. ;€ 13;
Economia;361;Genovesi;Antonio.;Dialoghi e altri scritti intorno alle Lezioni di commercio. ;A cura di Eugenio Pii. Napoli. Istituto Italiano per gli Studi Filosofici 2008, 8° grande, pp. 646. Leg. t.t. edit., sovracc. ;€ 30;
Economia;362;He;Xu.;Trattato di Economia politica.;2 volumi. Milano. Mazzotta 1975, 16°, pp. 582.;€ 13;
economia;363;Landes;David S.;Banchieri e pascià.;Economia internazionale e imperialismo economico. Torino. Bollati 1990, 8°, pp. 402.;€ 14;
Economia;364;Lewis;W. Arthur.;Breve storia economica del mondo 1919-1939.;Presentazione di Luigi De Rosa. Napoli. Giannini 1968, 8°, pp. 310.;€ 10;
Economia;365;Tinbergen;J.;La politica economica.;Principi e metodi. Milano. Angeli 1978, 8°, pp. 296.;€ 14;
Enologia;366;Autori diversi.;;Enciclopedia del vino. ;Milano. Boroli 2007, 8°, pp. 872, con 240 ill. n.t. Leg. edit.;€ 14;2200 voci, 420 vitigni, 7500 vini, 160 schede storico-culturali, 40 profili regionali e nazionali. 
Enologia;367;Autori diversi.;;Il libro del vino.;I vini in ogni regione del mondo. Milano. Mondadori 1984, 4°, pp. 160, con ill. a colori n.t. Leg. edit., sovracc. ill. ;€ 12;
Enologia;368;Autori diversi.;;Il piacere del vino. ;Manuale per imparare a bere meglio. Bra. Slow Food Editore 1993, 8°, pp. 242. Sporadiche sottolineature.;€ 10;
Erotica | Sessuologia;369;De Marchi;Luigi.;Sociologia del sesso. ;Bari. Laterza 1963, 8°, pp. 300.;€ 10;
Erotica | Sessuologia;370;Lewinsohn;Richard.;Storia dei costumi sessuali. ;Milano. Sugar 1959, 8°, pp. 514, con 12 tavole f.t. Leg. t.t. edit.;€ 12;
Erotica | Sessuologia;371;Padoa;Emanuele.;Storia naturale del sesso.;Torino. Einaudi 1948, 8°, pp. 562, con ill. n.t.;€ 14;
Filologia;372;Autori diversi.;;Medioevo romanzo e orientale. Temi e motivi epico-cavallereschi fra Oriente e Occidente.;VII Colloquio Internazionale Ragusa 8-10 maggio 2008. Atti a cura di Gaetano Lolomia e Antonio Pioletti. Soveria. Rubbettino 2010, 8° pp. 332.;€ 15;
Filologia;373;Cilento;Vincenzo.;Pygmalion.; Milano-Napoli. Riccardo Ricciardi 1972, 8°, pp.  164.  ;€ 15;
Filosofia;374;Alessio;Franco.;Mito e scienza di Ruggero Bacone.;Milano. Ceschina 1957, 8° grande, pp. 328. Bross. edit., sovracc. ill.;€ 18;
filosofia;375;Anzalone;Mariafilomena.;Volontà e soggettività nel giovane Hegel.;Napoli. Luciano 2008, 8°, pp. 286. Invio con dedica.;€ 12;
Filosofia;376;Arace d'Amàro;Anna Vittoria.;L'adamantina rocca di G.B. Vico.;Napoli. Loffredo 1986, 8°, pp. 268.;€ 10;
Filosofia;377;Aristotele.;;La Fisica.;Traduzione di Giuseppe Laurenza. Napoli 1967, 8°, pp. 260.;€ 12;
Filosofia;378;Armogathe Jean-Robert, Belgioioso Giulia e Vinti Carlo (a cura).;;La biografia intellettuale di René Descartes attraverso la Correspondance. ;"Atti del Convegno Descartes e l'""Europe savante"". Perugia, 7-10 ottobre 1996. Napoli. Vivarium 1999, 8°, pp. xvi - 740. ";€ 18;
Filosofia;379;Autori diversi.;;Epicureismo greco e romano.;3 volumi. Atti del congresso internazionale. Napoli, 19-26 maggio 1993. A cura di Gabriele Giannantoni e Marcello Gigante. Napoli. Bibliopolis 1996, 8°, pp. 1128. Astuccio edit. ;€ 60;Scritti di Canfora, Cerasuolo, Gigante, Isnardi... 
Filosofia;380;Autori diversi.;;La filsofia pratica tra Metafisica e Antropologia nell'età di Woff e Vico.;"Napoli. Guida 1999, 8°, pp. 522. ""Studi Vichiani"".";€ 15;Il volume raccoglie gli Atti del Convegno internazionale… Il confronto tra i due diversi itinerari speculativi…
Filosofia;381;Autori diversi.;;Retorica e filosofia in Giambattista Vico. ;Introduzione di Tullio Gregory. Napoli. Guida 1994, 8°, pp. 132;€ 12;Atti del Convegno Napoli, Istituto Suor Orsola Benincasa 19 marzo 1990. 
Filosofia;382;Autori diversi.;;Scelta de' migliori Opuscoli.;"Discorso accademico del Sig. di Maupertus Sul progresso delle Scienze; Dissertazione del Si. Renato Des-Cartes Sul Metodo. Discorso Istorico-critico del Chiarissimo Vincenzo Viviani Sulla vita e ritrovati del Sig. Galileo Galilei. A cura di Maurizio Torrini. Istituto Suor Orsola Benincasa 1989, 8°, pp. 130 + 368. Leg. t.t. edit., sovracc. Astuccio.  ";€ 24;La Scelta de' migliori Opuscoli comèiuta nel 1775 dal frate Fortunato Bartolomeo De Felice , auspice Antonio Genovesi che assieme a Nicola De Martino ne firmavail parere di stampa, rappresenta l'apogeo di un coraggioso progetto di educazione e rinnovamento.
Filosofia;383;Autori diversi.;;Studi di ermeneutica.;Roma. Città Nuova 1979, 8°, pp. 290.;€ 12;
Filosofia;384;Bacone;Francis.;Saggi.;Del progredire della scienza. Nuova Atlantide. Novara.  De Agostini 1966, 8°, pp. 536, con 6 tavole in nero f.t. Leg. edit.;€ 13;
Filosofia;385;Banfi;Antonio.;Il governo della città.;Pericle nel pensiero antico. Bologna. Il Mulino 1996, 8°, pp. xviii - 294.;€ 12;
Filosofia;386;Becker;Carl C.;La città dei filosofi settecenteschi. ; Traduzione di Umberto Morra. Milano-Napoli. Riccardo Ricciardi 1945, 8°, pp. 330.  ;€ 13;
Filosofia;387;Bentivenga;Giuseppe.;Dal riformismo muratoriano alle filosofie del Risorgimento.;Contributi alla storia intellettuale della Sicilia. Napoli. Guida 1999, 8°, pp. 348.;€ 10;
Filosofia;388;Bien;Guenter.;La filosofia politica di Aristotele. ;Bologna. Il Mulino 1985, 8°, pp. 390. Leg. cart. edit.;€ 14;Alla figura di Aristotele che occorre riferirsi come al padre fondatore della filosofia pratico-politica…
Filosofia;389;Boella;Laura.;Il giovane Lukacs.;La formazione intellettuale e la filosofia politica 1907 - 1929. Bari. De Donato 1977, 8°, pp. 314.;€ 15;
Filosofia;390;Bruno;Giordano.;Poemi filosofici latini.;Ristampa anastatica delle cinquentine a cura di Eugenio Canone. La Spezia. Agorà 1999, 8° grande, pp. xlviii - 908. Leg. t.t. edit., sovracc. ;€ 40;I tre poemi filosofico latini ( De minimo, De monade, de immenso) pubblicati da Bruno a Francoforte nel 1591: il testamento filosofico...
Filosofia;391;Bruno;Giordano.;Spaccio de la bestia trionfante. ;Prefazione di Rita Sturlese. Napoli. Istituto Suor Orsola Benincasa 1994, 8°, pp. xxii - 298. Leg. t.t. edit., sovracc. Astuccio.  ;€ 24;Ristampa anastaitca dell'edizione Parigi 1583.
Filosofia;392;Bruno;Giordano.;Summa Terminorum Methaphysicorum.;Ristampa anastatica ell'edizione Marburg 1609. Presentazione di Tullio Gregory. Note e indici di Eugenio Canone. Roma. Edizioni dell'Ateneo 1989, 8°, pp. 238. Intonso.;€ 18;
Filosofia;393;Bubner;Ruediger.;Azione, linguaggio e ragione.;I concetti fondamentali della filosofia pratica. Bologna. Il Mulino 1985, 8°, pp. 296.;€ 12;
Filosofia;394;Buonarroti;Filippo.;La Riforma dell'Alcorato.;A cura di Alessandro Galante Garrone e Franco Venturi. Palermo. Sellerio 1992, 8°, pp.  164.;€ 10;
Filosofia;395;Cacciatore;Giuseppe.;Scienza e filosofia in Dilthey.;2 voll. Napoli. Guida 1976, 8°, pp. 340 + 392.;€ 16;
Filosofia;396;Capizzi Antonio, Casertano Giovanni;(a cura).;Forme di sapere nei Presocratici. ;Roma. Edizioni dell'Ateneo 1987, 8°, pp. 340.;€ 15;
Filosofia;397;Carbonara;Cleto.;Disegno di una filosofia critica dell'esperienza pura.;Immediatezza e riflessione. Napoli. Lse 1973, 8°, pp. 266.;€ 10;
Filosofia;398;Carbonara;Cleto.;Introduzione alla filosofia.;Napoli. Lse 1967, 8°, pp. 304.;€ 10;
Filosofia;399;Carbonara;Cleto.;Ricerche per un'estetica del contenuto.;Napoli. Lse 1960, 8°, pp. 184. Con la fascetta editoriale.;€ 10;
Filosofia;400;Casertano ;Giovanni.;Il piacere, l'amore e la morte nelle dottrine dei Presocratici.;I. Il piacere e il desiderio. Napoli. Loffredo 1983, 8°, pp. 118.  Alcune sottolineature alle prime 15 pagine.;€ 9;
Filosofia;401;Casertano Giovanni;(a cura).;Democrito. Dall'atomo alla città. ; Napoli. Loffredo 1983, 8°, pp. 194.;€ 10;
Filosofia;402;Castelli;Enrico,;I presupposti di una Teologia della storia.;Milano. Bocca 1952, 8°, pp. 204.;€ 14;
Filosofia;403;Centrone;Bruno (a cura).;Studi sui Problemata Physica Aristotelici. ;Napoli. Bibliopolis  2011, 8°, pp. 360. ;€ 12;
Filosofia;404;Ciriaci ;Ascanio.;L'anonimo di Giamblico. ;Saggio critico e analisi dei frammenti. Napoli. Bibliopolis 2011, 8°, pp. 238.;€ 10;
Filosofia;405;Cosenza;Paolo.;Locica formale e antiformalismo.;Da Aristotele a Descartes. Napoli. Liguori 1987, 8°, pp. 98.;€ 8;
Filosofia;406;D'Elia;Salvatore.;La visione agostiniana della storia nel De Civitate Dei.;Napoli. Loffredo 1983, 8°, pp. 112.;€ 10;
Filosofia;407;De Dominicis;Emilio.;Ragione e fede nel pensiero di Michele F. Sciacca.;Milano. Marzorati 1984, 8°, pp. 354. Invio dedica dell'A.;€ 12;
Filosofia;408;de Giovanni;Biagio.;Hegel e Spinoza.;Dialogo sul Moderno. Napoli. Guida 2011, 8°, pp. 268.;€ 12;
Filosofia;409;de Giovanni;Biagio.;L'ambigua potenza dell'Europa. ;Napoli. Guida 2002, 8°, pp. 318.;€ 12;
Filosofia;410;De Ruggiero;Guido.;Filosofi del Novecento.;"Quarta edizione. Bari. Laterza 1950, 8°, pp. 344.  Brossura edit., ill. ""Biblioteca di Cultura Moderna n. 250.""";€ 14;
Filosofia;411;De Ruggiero;Guido.;Il pensiero politico meridionale nel secoli XVIII e XIX. ;"Seconda edizione. Bari. Laterza 1946, 8°, pp. 312.  Brossura edit., ill. ""Biblioteca di Cultura Moderna n. 94.""";€ 14;
Filosofia;412;De Ruggiero;Guido.;Il ritorno alla ragione.;"Bari. Laterza 1946, 8°, pp. 298.  Brossura edit., ill. ""Biblioteca di Cultura Moderna n. 416.""";€ 14;
Filosofia;413;De Ruggiero;Guido.;La filosofia contemporanea.;"Germania, Francia, Inghilterra, America, Italia. 2 voll. Quinta edizione. Bari. Laterza 1947, 8°, pp. 272 + 286.  Brossura edit., ill. ""Biblioteca di Cultura Moderna n. 59 , 1 e 2"". ";€ 28;
Filosofia;414;De Ruggiero;Guido.;Storia della Filosofia. ;"Parte seconda. La filosofia del Cristanesimo. 2 voll. Bari. Laterza 1950, 8°, pp. 302 + 292.  Brossura edit., ill. ""Biblioteca di Cultura Moderna n. 104 , 1 e 2"".";€ 28;
Filosofia;415;De Ruggiero;Guido.;Storia della Filosofia. ;"Parte prima. La Filosofia Greca. 2 voll. 1, Dalle origini a Platone. Settima edizione; 2, Da Aristotele al Neo-Platonismo. Bari. Laterza 1950, 8°, pp. 396 + 346.  Brossura edit., ill. ""Biblioteca di Cultura Moderna n. 89 , 1 e 2"".";€ 28;
Filosofia;416;De Ruvo;Vincenzo.;I massimi problemi del reale, il bello.;Napoli. Lse 1965, 8°, pp. 214.;€ 10;
Filosofia;417;Della Porta;Giovan Battista. ;Metoposcopia.;"Napoli. Suor Orsola Benincasa 1990, 8°, pp. xvi -150 nn., con 106 tavole Segue la trascrizione del testo e le note critiche.
";€ 25;Ristampa anastatica del codice Additional 22.687 (sec XVII) della British Library, carte 100 - 150: Jo. Bap: Portae neapolitani Methoposcopiae Liber unus singularis.
Filosofia;418;Della Porta ;Giovan Battista.;De Humana Physiognomonia.;Napoli.  Istituto Suor Orsola Benincasa 1986, 4°, pp. 265. Leg. Bodoniana. Astuccio.  ;€ 35;Ristampa anastatica della prima edizione 1586. 
Filosofia;419;Della Volpe;Galvano.;Critica del gusto.;Terza edizione accresciuta. Milano. Feltrinelli 1972, 16°, pp. 232, con 31 figure in nero f.t.;€ 13;
Filosofia;420;Dewey;John.;Logica, teoria dell'indagine.;2 voll. Torino. Einaudi 1974, 8°, pp. xxxii - 678.;€ 18;
Filosofia;421;Di Costanzo;Giuseppe.;Tragicità e senso della storia.;Meinecke tra Ranke e Burckhardt. Napoli. Morano 1986, 8°, pp. 212.;€ 10;
Filosofia;422;Eimimenis;Francese.;Doctina compendiosa.;A cura di Gabriella Zanoletti. Palermo. Sellerio 1991, 8°, pp. 106.;€ 10;
Filosofia;423;Ernst;Germana.;Religione, ragione e natura.;Ricerche su Tommaso Campanella e il tardo Rinascimento. Milano. Angeli 1991, 8°, pp. 288.;€ 12;
Filosofia;424;Fimiani;Mariapaola.;George Berkeley il nome e l'immagine.;Cosenza. Lerici 1979, pp. 264.;€ 12;
